955%港澳中心%%%%
2270%中轻大厦%朝阳望京望京东路1号  %	 中轻大厦均价（楼盘） 6元/m²⋅天 望京均价（商圈） 7.25元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 总楼层： 21层 建筑面积： 40000m² 得房率： 70% 标准层高： 3米 客梯数： 8个(通力) 开发商： 中轻集团 物业公司： 北京嘉世华物业管理有限公司 望京中轻大厦位于朝阳区望京中关村科技园内，东临五环路，南依北小河，紧邻望京公园。以项目为中心，东望首都机场及中央别墅区，属于望京国际生活居住区。区域内现有的城铁、快速路、公共交通等立体交通网络能短时间直抵亚奥、丽都、燕莎、国贸等各大商圈及繁华之地，地理位置十分优越。 展开%
14270%天作国际中心%海淀魏公村中关村南大街乙12号  %	 天作国际中心均价（楼盘） 7.51元/m²⋅天 魏公村均价（商圈） 6.45元/m²⋅天 海淀均价（区域） 6.45元/m²⋅天%	 总楼层： 24层 建筑面积： 95490m² 得房率： 70% 标准层高： 3.5米 客梯数： 8个(通力) 开发商： 北京天作盛唐投资有限公司 物业公司： 天作国际 已入驻企业： 北京不厌坊餐饮管理有限责任公司、北京艾图科技开发有限公司、《饲料广角》杂志社、 北京北方丰达种业有限责任公司、 天作国际中心位于海淀区白颐路南大街(中关村南大街)，是中关村区域和中央政务区两大版块交接处的高端建筑集合体。项目2008年1月6日正式开盘，2008年7月30日入住。项目周边高等学府林立，汇聚了世界顶级技术资源、人力资源、文化资源，拥有无与伦比的交通硬件优势以及全面的生活配套设施，构成有机的全面生活系统。 展开 被收录到【地铁10分钟】专题中 [查看专题]%
955%港澳中心%%%%
14135%枢密院%通州次渠光机电一体化产业基地嘉...  %	 枢密院均价（楼盘） 3.48元/m²⋅天 次渠均价（商圈） 3.81元/m²⋅天 通州均价（区域） 3.81元/m²⋅天%	 总楼层： 17层 建筑面积： 84700m² 得房率： 70% 标准层高： 4米 客梯数： 20个(迅达) 开发商： 北京三合嘉逸置业有限公司 物业公司： 第一太平戴维斯 枢密院位于北京亦庄经济技术开发区东区嘉创路14号，项目总用地面积70607平方米，分两期建设。 展开%
955%港澳中心%%%%
648%清河大厦%海淀小营小营西路20号  %	%	 总楼层： 9层 建筑面积： 18000m² 得房率： 75% 标准层高： 3.7米 客梯数： 3个(三菱) 已入驻企业： 北京奇正智达高科技有限公司、北京创新敏光科技有限公司%
796%新村%通州其他皇家新村一号  %	%	 得房率： 70% 标准层高： 3.5米 客梯数： 1个(三菱) 开发商： 北京市万泽春房地产经纪有限公司 物业公司： 万泽春房地产经纪有限公司 皇家公寓(皇家新村)坐落于皇家新村大型别墅区内，交通方便，小区属于京东旅游度假村，可观赏灵根千年古槐及运河古道遗址。 展开%
13121%国英大厦%西城西直门后广平胡同38号  %	%	 总楼层： 11层 建筑面积： 40000m² 客梯数： 2个 开发商： 北京市西城区住宅建设开发公司 物业公司： 北京华丽楼宇物业管理公司 国英大厦位于西直门后广平胡同，交通便利。楼内各种配套设施完善，周边商业繁华。办公环境安静，舒适。 展开%
11163%光大国信大厦%海淀魏公村中关村南大街11号  %	 光大国信大厦均价（楼盘） 6.5元/m²⋅天 魏公村均价（商圈） 6.45元/m²⋅天 海淀均价（区域） 6.45元/m²⋅天%	 总楼层： 12层 建筑面积： 15372m² 得房率： 70% 客梯数： 2个(上海三菱) 开发商： 中国光大国际信托投资公司 物业公司： 北京光大国信物业管理有限责任公司 光大国信大厦坐落于北京海淀区中关村南大街，地处京城中关村高科技园区；居北三环路与西二环路相连之腹地，15分钟车程即可到达市中心天安门，交通便捷附近著名办公楼宇、商贸中心、星级酒店林立；北京图书馆、奥林匹克饭店、中苑宾馆、西苑饭店、新世纪饭店、香格里拉饭店、友谊宾馆、燕山大酒店环绕四周，理工科技大厦近在咫尺，更有北京最现代化的当代商城与其毗邻，黄金地段，得天独厚。超现代化设计，国际流行写字间标准，大空间随意分割，自由组合。两部进口三菱电梯，配以中央空调集中供冷、供暖，自动消防报警系统及自动灭火喷淋系统。豪华洁具、典雅灯饰，高级地毯。是集智能办公、精品购物、中外美食、休闲健身于一体的综合服务型大厦。 展开 被收录到【地铁10分钟】专题中 [查看专题]%
3609%万城大厦%海淀金沟河金沟河路19号  %	%	 总楼层： 6层 建筑面积： 18000m² 得房率： 70% 客梯数： 2个(三菱) 开发商： 西联实业公司 物业公司： 天顺仁和物业管理公司 位于北京市海淀区金沟河路十九号，建筑面积近两万平方米的集办公、餐饮、购物、娱乐为一体的综合楼。　　 展开%
394%闽商木业大厦%朝阳管庄双桥东路管庄产业园区  %	%	%
12631%帅佳写字楼%朝阳百子湾石门村路  %	%	%
7062%凯富大厦%朝阳工体长虹桥西200米工体北路4号  %	%	 总楼层： 17层 建筑面积： 40000m² 得房率： 70% 标准层高： 4.2米 客梯数： 6个(三菱) 开发商： 机电研究院 物业公司： 凯富大厦管理有限公司 已入驻企业： 中国东方航空、北京现代、北京市工促局 凯富大厦为功能型酒店式商务写字楼，位于北京市朝阳区工体北路6号，长虹桥向西200米路南。大厦占地面积1.03公顷，总建筑面积4万平方米，建筑高度62米，凯富大厦坐落的朝阳区工体北路，为连接东三环主路和东二环主路交通主动脉，属北京东三环商务区。 展开%
955%港澳中心%%%%
2757%富凯大厦%西城金融街金融街19号  %	%	 总楼层： 22层 建筑面积： 120000m² 标准层高： 4.3米 客梯数： 16个(蒂森) 开发商： 金融街房地产经营有限公司 物业公司： 北京金融街第一太平戴维斯物业管理有限公司 已入驻企业： 企业名称：丰银国际投资有限公司，所属行业：会计/金融/银行/保险、 企业名称：京信通信系统（中国）有限公司北京办事处，所属行业：政府/非赢利机构/其他、 企业名称：北京宇田冠泰科技有限公司郑州分公司，所属行业：贸易/消费/制造/营运、 企业名称：北京中金大业投资有限公司，所属行业：会计/金融/银行/保险、 企业名称：北京中金保险经纪有限公司，所属行业：专业服务/教育/培训 富凯大厦总建筑面积达12万平方米，地下三层，地上二十二层，是专门为北京西部地区的商务人员设计的高档"阳光景观"型甲级智能化写字楼。大厦在外观上体现出"现代、庄重、简洁、规整"的气势；在中部采用"中庭"设计，使之南、北楼都能获行较好的通风、采光，并以此在中庭部分营照出具有西方风情的绿色空中花园景观。大厦的平面建筑标准层按景观办公设计、灵活分割，可自由组合办公区域；以上设计体现出设计者以人为本的设计理念，使其成为办公条件、视线、景观具佳的高品质大厦。 展开%
12126%尚科办公社区（酒仙桥）%朝阳酒仙桥酒仙桥中路18号  %	 尚科办公社区（酒仙桥）均价（楼盘） 5.36元/m²⋅天 酒仙桥均价（商圈） 6.03元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 总楼层： 5层 建筑面积： 45800m² 得房率： 70% 标准层高： 4.3米 客梯数： 3个(GFC) 开发商： 国投尚科投资管理集团 物业公司： 国投物业有限责任公司 国投尚科产业园地处酒仙桥中路18号，两侧均有主干道通过，交通非常便利。 展开%
9110%万科·大都会%朝阳国贸东三环中路甲10号  %	 万科·大都会均价（楼盘） 13.5元/m²⋅天 国贸均价（商圈） 11.29元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 总楼层： 22层 建筑面积： 42000m² 得房率： 70% 标准层高： 5米 客梯数： 5个 开发商： 北京万信投资发展有限公司 物业公司： 万科物业发展有限公司 万科大都会项目是由万科集团在CBD区域倾力打造的高端极具收藏价值的专属私人会客厅。项目位于CBD的核心区域，国贸桥的东南角。总建筑面积4.2万平米。举世仅2席的3层空中别墅藏品，更是弥足尊贵，专配空中花园和空中SPA，让您在放松身心的同时尽揽CBD城市景观。 展开 被收录到【地铁10分钟】专题中 [查看专题] 被收录到【知名物业】专题中 [查看专题] 大堂 正门%
9557%高丽营商业楼%顺义其他高丽营镇四村  %	%	%
2764%时代国际嘉园%朝阳双井东柏街10号  %	 时代国际嘉园均价（楼盘） 3.85元/m²⋅天 双井均价（商圈） 7.18元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 得房率： 70% 被收录到【地铁10分钟】专题中 [查看专题]%
955%港澳中心%%%%
12027%南曦大厦%丰台木樨园木樨园甲7号，木樨园环...  %	%	 总楼层： 19层 建筑面积： 52840m² 开发商： 北京楠溪房地产开发有限公司 物业公司： 北京金海都物业服务有限公司、北京中社物业管理公司 南曦大厦雄踞中轴路与南三环交汇处,紧邻木樨园环岛东南角.坐拥木樨园家具城、京温服装批发市场、大红门批发市场、泷湫窗帘布艺市场等南派经营场所围合而成的“南派商圈”。天赋灵脉、地孕势气，是您投资置业的上佳之选。 南曦大厦为商住两用公寓，占地面积7007平方米，总建筑面积62077平方米，外立面贴砖时尚大气、户型多样、豪华大堂、充足地下车位、专业智能化管理、全方位满足您商务、生活的需求。 南曦大厦—挟南城之运势，创世纪之曦光！ 展开%
13783%日东升商务置业%石景山八角翠园西街6号  %	%	%
13884%君正大厦%海淀上地东北旺西路10号院  %	%	 总楼层： 4层 建筑面积： 24000m² 得房率： 70% 标准层高： 3.9米 客梯数： 1个 开发商： 北科建 物业公司： 北京鸿嘉物业管理 有限公司 君正大厦建成于2013年7月份左右，9月份初步入住​‌‌办公。大厦为5A级智能写字楼，配套设施齐全，风格为低调奢华。大厦使用率为70%-75%，格局方正，无浪费面积。配有高档次大堂及中庭花园（设施齐全，如凉亭，运动及娱乐设施）大厦另配有高档会所及会议室配有员工餐厅。 展开%
6769%朝来科技园%朝阳来广营中街甲1号  %	 朝来科技园均价（楼盘） 6.53元/m²⋅天 来广营均价（商圈） 5.98元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 总楼层： 7层 建筑面积： 87000m² 得房率： 75% 标准层高： 4米 客梯数： 3个(通力) 开发商： 北京市朝阳来广营农工商实业总公司 物业公司： 北京市朝阳来广营农工商实业总公司 已入驻企业： 中国工商银行 园区地理位置优越，紧邻北五环，与望京商业圈毗邻，周边有欧尚超市、百安居建材超市、爱家家居、博雅国际酒店、慧魅力高尔夫、望京科技创业园等，周边多条公交线路，出行便利。 展开%
4490%三川大厦%朝阳和平街和平西街3号  %	 三川大厦均价（楼盘） 7.5元/m²⋅天 和平街均价（商圈） 7.85元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 总楼层： 10层 建筑面积： 8800m² 得房率： 70% 标准层高： 3米 客梯数： 2个(奥的斯) 开发商： 北京市远大房地产开发有限公司 物业公司： 北京三川管理公司 已入驻企业： 北京中盈嘉科贸有限公司、盛唐风广告 三川大厦位于北京市朝阳区和平西街3号是一座建筑面积9300平方米的写字楼。写字楼地上九层、地下一层。全部采用自由间隔设计，层高3米，能满足不同的使用要求。 　 展开 被收录到【地铁10分钟】专题中 [查看专题]%
955%港澳中心%%%%
3971%雷格斯（IFC财源国际中心）%	10分钟内客服将与您联系，请耐心等待！%	%	%
10332%快创学院（隆盛大厦）%	10分钟内客服将与您联系，请耐心等待！%	%	%
392%北京奥运大厦%海淀学院路北四环中路267号  %	%	 总楼层： 19层 建筑面积： 18000m² 得房率： 65% 标准层高： 2.8米 客梯数： 4个(OTIS) 开发商： 中国国土资源航空物探遥感中心 物业公司： 奥运大厦物业管理公司 奥运大厦是一座19层高的现代化的综合智能型写字楼，能够满足北京奥组委越来越繁重的筹备工作需求。这个大厦不仅能为工作人员提供较好的工作环境，也能为一些北京奥运会合作伙伴驻场服务提供相应条件。 在阳关下熠熠发光的“中国印”和大楼两侧分别悬挂着的红色和蓝色的北京奥运会logo。就是这样一座风格独特、旗帜鲜明的玻璃建筑，承担着2008年北京奥运会的几乎所有赛事筹办和运行工作。 展开%
376%雍和航星园%东城雍和宫和平东路11号  %	 雍和航星园均价（楼盘） 13.17元/m²⋅天 雍和宫均价（商圈） 10.82元/m²⋅天 东城均价（区域） 9.26元/m²⋅天%	 得房率： 70% 标准层高： 3.5米 客梯数： 2个(三菱) 已入驻企业： 诺西公司、龙图软件有限公司 雍和航星科技园（简称航星园）位于北京市东城区安定门东滨河路乙1号。地铁5号线、2号线换乘站雍和宫站。 展开 被收录到【地铁10分钟】专题中 [查看专题]%
2634%青年创业大厦%昌平沙河百沙路200号  %	%	 得房率： 70% 标准层高： 3.5米 已入驻企业： 北京万博达科技有限公司 社区主流健康向上，社区风气良好，邻里关系和谐。物业有保障，保安24小时值班。物业管理完善，住户素质高。是集商尝学校、幼儿园和社区文化娱乐设施为一体的超大规模绿色生态居住区。小区环境整洁幽雅，花草众多，道路空间宽敞。通过小区道路的合理组织，休闲设施的精心安排，提供自然、舒适的居住环境。楼宇间比较开阔，围绕中央绿地的房屋景观很好。景观规划强调人与建筑、景观的和谐尺度，通过三条景观轴线形成六大主题景观，营造富有强烈生活气息的社区生活。小区整体体现现代简约风格，采用中间高、东西低的建筑高度，使小区建筑形态层次分明，富有强烈韵律感。充满潜力和魅力的价值地段、完善丰富的生活配套、四通八达的便利交通、简约合围式的立体园林人性化的一流物业管理。 展开%
13880%埃力生商厦%顺义机场南小天竺路1号  %	%	%
955%港澳中心%%%%
955%港澳中心%%%%
955%港澳中心%%%%
3259%万润大厦%丰台总部基地科丰桥总部基地  %	%	 总楼层： 12层 建筑面积： 20000m² 得房率： 75% 标准层高： 4.5米 客梯数： 3个(蒂森克虏伯) 开发商： 北京航天海鹰房地产开发公司 物业公司： 北京金御成物业管理有限责任公司 科技园位于北京市的西南部，紧邻四环路西南拐角。沿四环往西可经京石高速通往河北石家庄、保定区域，往东往南方可经京津塘高速直达河北廊坊、天津等地；沿四环一直往东可经京沈高速达沈阳等地 展开%
8894%银海大厦%海淀人民大学中关村南大街10号  %	 银海大厦均价（楼盘） 7.2元/m²⋅天 人民大学均价（商圈） 6.45元/m²⋅天 海淀均价（区域） 6.45元/m²⋅天%	 建筑面积： 18000m² 得房率： 70% 标准层高： 3.6米 客梯数： 2个(三菱) 开发商： 蓝天银海科技有限公司 物业公司： 北京融海大厦物业管理银海大厦管理处 不凡的位置：位于中关村南大街甲10号，属海淀高新技术密集区轴心地带，大厦北邻当代商城、燕山大酒店、双安商场、西与友谊宾馆隔路相望。便利的 展开 被收录到【地铁10分钟】专题中 [查看专题]%
1030%华汇大厦%朝阳高碑店北花园村388号  %	 华汇大厦均价（楼盘） 6.87元/m²⋅天 高碑店均价（商圈） 4.78元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 得房率： 70% 被收录到【地铁10分钟】专题中 [查看专题]%
10184%NET大厦%朝阳来广营红军营南路甲1号院   %	 NET大厦均价（楼盘） 5.75元/m²⋅天 来广营均价（商圈） 5.98元/m²⋅天 朝阳均价（区域） 7.85元/m²⋅天%	 得房率： 70%%
8504%西山国际城%海淀田村阜石路甲69号  %	%	 开发商： 北京锦绣大地房地产开发有限公司 物业公司： 北京昌泽物业管理有限公司%
955%港澳中心%%%%
11315%蓝宏中心%海淀定慧寺定慧北里9号楼  %	%	 总楼层： 9层 建筑面积： 12000m² 开发商： 北京热力集团 物业公司： 北京特佳物业管理有限公司 位于海淀区定慧北里9号楼，临阜石路，紧临西四环，与海淀美食一条街、集美家具城相邻，20余条公交线路，交通极其便利。 展开%
3902%尚科创业社区%	10分钟内客服将与您联系，请耐心等待！%	%	%
